image_id,text_description
001038.jpg,"He looks young. He is wearing a hat. 
He looks young. He is wearing a hat. 
He seems young. He is wearing a hat. 
The man is young. He is wearing a hat. 
The man looks young. He is wearing a hat."
001039.jpg,"The female has pretty high cheekbones. Her hair is brown and wavy. She has arched eyebrows, big lips, a big nose and a pointy nose. The lady is attractive, young, is smiling and has heavy makeup. She is wearing earrings and lipstick. 
The female has pretty high cheekbones. Her hair is brown and wavy. She has arched eyebrows, big lips, a big nose and a pointy nose. The female is smiling, is attractive, young and has heavy makeup. She is wearing earrings and lipstick. 
The woman has high cheekbones. Her hair is brown and wavy. She has arched eyebrows, big lips, a big nose and a pointy nose. The woman is smiling, is attractive, young and has heavy makeup. She is wearing earrings and lipstick. 
The woman has pretty high cheekbones. She has brown and wavy hair. She has arched eyebrows, big lips, a big nose and a pointy nose. She looks attractive, young, is smiling and has heavy makeup. She is wearing earrings and lipstick. 
The female has pretty high cheekbones. Her hair is brown and wavy. She has arched eyebrows, big lips, a big nose and a pointy nose. The female looks attractive, young, is smiling and has heavy makeup. She is wearing earrings and lipstick."
001040.jpg,"She has brown and wavy hair. She has a slightly open mouth. The woman is smiling, is attractive, young and has heavy makeup. 
She has brown and wavy hair. She has a slightly open mouth. The female is smiling, looks attractive, young and has heavy makeup. 
Her hair is brown and wavy. She has a slightly open mouth. She seems attractive, young, is smiling and has heavy makeup. 
She has brown and wavy hair. She has a slightly open mouth. She is smiling, looks attractive, young and has heavy makeup. 
Her hair is brown and wavy. She has a slightly open mouth. The lady looks attractive, young, is smiling and has heavy makeup."
001041.jpg,"She has a slightly open mouth. The lady is young. She is wearing a hat. 
She has a slightly open mouth. The female looks young. She is wearing a hat. 
She has a slightly open mouth. The lady looks young. She is wearing a hat. 
She has a slightly open mouth. The lady is young. She is wearing a hat. 
She has a slightly open mouth. She is young. She is wearing a hat."
001042.jpg,"She has black and wavy hair. She has arched eyebrows and a pointy nose. The female seems attractive, young and has heavy makeup. She is wearing lipstick. 
She has black and wavy hair. She has arched eyebrows and a pointy nose. The female is attractive, young and has heavy makeup. She is wearing lipstick. 
She has black and wavy hair. She has arched eyebrows and a pointy nose. The woman seems attractive, young and has heavy makeup. She is wearing lipstick. 
She has black and wavy hair. She has arched eyebrows and a pointy nose. The lady seems attractive, young and has heavy makeup. She is wearing lipstick. 
Her hair is black and wavy. She has arched eyebrows and a pointy nose. She is attractive, young and has heavy makeup. She is wearing lipstick."
001043.jpg,"The lady has an oval face. She has blond and wavy hair. The woman is attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has an oval face. She has blond and wavy hair. The woman looks attractive, young and has heavy makeup. She is wearing lipstick. 
The lady has an oval face. Her hair is blond and wavy. She looks attractive, young and has heavy makeup. She is wearing lipstick. 
The female has an oval face. Her hair is blond and wavy. She seems attractive, young and has heavy makeup. She is wearing lipstick. 
The female has an oval face. She has blond and wavy hair. She is attractive, young and has heavy makeup. She is wearing lipstick."
001044.jpg,"He has a slightly open mouth. The man seems young. 
He has a slightly open mouth. The male is young. 
He has a slightly open mouth. The gentleman seems young. 
He has a slightly open mouth. The male is young. 
He has a slightly open mouth. The gentleman looks young."
001045.jpg,"The female has an oval face. She has blond and wavy hair. She has big lips. The female looks attractive, young, is smiling, has pale skin and heavy makeup. She is wearing earrings and lipstick. 
The lady has an oval face. Her hair is blond and wavy. She has big lips. She is smiling, is attractive, young, has pale skin and heavy makeup. She is wearing earrings and lipstick. 
The female has an oval face. She has blond and wavy hair. She has big lips. The lady is smiling, is attractive, young, has pale skin and heavy makeup. She is wearing earrings and lipstick. 
The female has an oval face. She has blond and wavy hair. She has big lips. The female is smiling, seems attractive, young, has pale skin and heavy makeup. She is wearing earrings and lipstick. 
The female has an oval face. She has blond and wavy hair. She has big lips. She is smiling, seems attractive, young, has pale skin and heavy makeup. She is wearing earrings and lipstick."
001046.jpg,"She has a slightly open mouth. 
She has a slightly open mouth. 
She has a slightly open mouth. 
She has a slightly open mouth. 
She has a slightly open mouth."
001047.jpg,"He sports a 5 o' clock shadow. He has brown and straight hair. He has narrow eyes. The male is attractive and young. 
He wears a 5 o' clock shadow. He has brown and straight hair. He has narrow eyes. The man looks attractive and young. 
He grows a 5 o' clock shadow. He has brown and straight hair. He has narrow eyes. The gentleman looks attractive and young. 
He wears a 5 o' clock shadow. He has brown and straight hair. He has narrow eyes. The gentleman is attractive and young. 
He has a 5 o' clock shadow. His hair is brown and straight. He has narrow eyes. The male looks attractive and young."
001048.jpg,"He grows a 5 o' clock shadow. His hair is brownish black. He has a big nose, bushy eyebrows, a slightly open mouth and a pointy nose. The man looks attractive and young is smiling. He is wearing a necktie. 
He sports a 5 o' clock shadow. He has brownish black hair. He has a big nose, bushy eyebrows, a slightly open mouth and a pointy nose. He seems attractive and young is smiling. He is wearing a necktie. 
He sports a 5 o' clock shadow. He has brownish black hair. He has a big nose, bushy eyebrows, a slightly open mouth and a pointy nose. The male is smiling, is attractive and young. He is wearing a necktie. 
He has a 5 o' clock shadow. His hair is brownish black. He has a big nose, bushy eyebrows, a slightly open mouth and a pointy nose. The man looks attractive and young is smiling. He is wearing a necktie. 
He sports a 5 o' clock shadow. His hair is brownish black. He has a big nose, bushy eyebrows, a slightly open mouth and a pointy nose. He is attractive and young is smiling. He is wearing a necktie."
001049.jpg,"The woman has pretty high cheekbones. Her hair is black. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The female seems attractive, young, is smiling and has heavy makeup. She is wearing earrings and lipstick. 
The lady has pretty high cheekbones. Her hair is black. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The female looks attractive, young, is smiling and has heavy makeup. She is wearing earrings and lipstick. 
The female has high cheekbones. She has black hair. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The female looks attractive, young, is smiling and has heavy makeup. She is wearing earrings and lipstick. 
The female has high cheekbones. Her hair is black. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. She is attractive, young, is smiling and has heavy makeup. She is wearing earrings and lipstick. 
The woman has high cheekbones. Her hair is black. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The female is attractive, young, is smiling and has heavy makeup. She is wearing earrings and lipstick."
001050.jpg,"The woman has pretty high cheekbones. She has blond and wavy hair. She has bushy eyebrows, a slightly open mouth and a pointy nose. The woman is smiling, is attractive, young, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace. 
The female has high cheekbones. Her hair is blond and wavy. She has bushy eyebrows, a slightly open mouth and a pointy nose. The lady is smiling, seems attractive, young, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace. 
The female has pretty high cheekbones. Her hair is blond and wavy. She has bushy eyebrows, a slightly open mouth and a pointy nose. The woman seems attractive, young, is smiling, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has high cheekbones. She has blond and wavy hair. She has bushy eyebrows, a slightly open mouth and a pointy nose. The female seems attractive, young, is smiling, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace. 
The woman has pretty high cheekbones. Her hair is blond and wavy. She has bushy eyebrows, a slightly open mouth and a pointy nose. She is smiling, is attractive, young, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace."
001051.jpg,"He grows a 5 o' clock shadow. His hair is straight. He has a big nose. The gentleman looks young. 
He grows a 5 o' clock shadow. He has straight hair. He has a big nose. The gentleman seems young. 
He sports a 5 o' clock shadow. His hair is straight. He has a big nose. The male looks young. 
He sports a 5 o' clock shadow. He has straight hair. He has a big nose. The gentleman seems young. 
He has a 5 o' clock shadow. He has straight hair. He has a big nose. The man looks young."
001052.jpg,"The male has pretty high cheekbones. He wears a 5 o' clock shadow and sports a mustache. He has a slightly open mouth. The male is young. He is wearing eyeglasses. 
The man has pretty high cheekbones. He has a 5 o' clock shadow and sports a mustache. He has a slightly open mouth. The gentleman seems young. He is wearing eyeglasses. 
The gentleman has pretty high cheekbones. He has a 5 o' clock shadow and wears a mustache. He has a slightly open mouth. The gentleman seems young. He is wearing eyeglasses. 
The male has high cheekbones. He has a 5 o' clock shadow and grows a mustache. He has a slightly open mouth. He looks young. He is wearing eyeglasses. 
The male has high cheekbones. He sports a 5 o' clock shadow and sports a mustache. He has a slightly open mouth. The man seems young. He is wearing eyeglasses."
001053.jpg,"He has a 5 o' clock shadow. His hair is black. He has big lips. The gentleman looks attractive and young. 
He grows a 5 o' clock shadow. His hair is black. He has big lips. He seems attractive and young. 
He wears a 5 o' clock shadow. His hair is black. He has big lips. The gentleman is attractive and young. 
He wears a 5 o' clock shadow. His hair is black. He has big lips. He seems attractive and young. 
He wears a 5 o' clock shadow. His hair is black. He has big lips. The man is attractive and young."
001054.jpg,"She has black hair. She has narrow eyes and a pointy nose. The woman looks attractive and young. She is wearing lipstick. 
Her hair is black. She has narrow eyes and a pointy nose. She is attractive and young. She is wearing lipstick. 
She has black hair. She has narrow eyes and a pointy nose. She seems attractive and young. She is wearing lipstick. 
Her hair is black. She has narrow eyes and a pointy nose. The lady is attractive and young. She is wearing lipstick. 
Her hair is black. She has narrow eyes and a pointy nose. The woman is attractive and young. She is wearing lipstick."
001055.jpg,"He has brown hair. 
He has brown hair. 
He has brown hair. 
His hair is brown. 
He has brown hair."
001056.jpg,"The lady has high cheekbones and an oval face. She has brown and straight hair. She has arched eyebrows, big lips and a pointy nose. She looks attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The lady has pretty high cheekbones and an oval face. Her hair is brown and straight. She has arched eyebrows, big lips and a pointy nose. The woman is smiling, seems attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has high cheekbones and an oval face. Her hair is brown and straight. She has arched eyebrows, big lips and a pointy nose. The lady is smiling, looks attractive, young and has heavy makeup. She is wearing lipstick. 
The lady has pretty high cheekbones and an oval face. She has brown and straight hair. She has arched eyebrows, big lips and a pointy nose. The lady is attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The lady has pretty high cheekbones and an oval face. Her hair is brown and straight. She has arched eyebrows, big lips and a pointy nose. She is smiling, looks attractive, young and has heavy makeup. She is wearing lipstick."
001057.jpg,"The male is chubby. He grows a 5 o' clock shadow. He has a big nose. He is wearing a hat and a necktie. 
The male is chubby. He has a 5 o' clock shadow. He has a big nose. He is wearing a hat and a necktie. 
The gentleman looks chubby. He wears a 5 o' clock shadow. He has a big nose. He is wearing a hat and a necktie. 
The gentleman has a chubby face. He sports a 5 o' clock shadow. He has a big nose. He is wearing a hat and a necktie. 
The male is chubby. He wears a 5 o' clock shadow. He has a big nose. He is wearing a hat and a necktie."
001058.jpg,"The female has high cheekbones. Her hair is brown and wavy. She has big lips, a big nose and a slightly open mouth. She is smiling, has rosy cheeks and heavy makeup. She is wearing lipstick and a necklace. 
The lady has pretty high cheekbones. Her hair is brown and wavy. She has big lips, a big nose and a slightly open mouth. The female is smiling, has rosy cheeks and heavy makeup. She is wearing lipstick and a necklace. 
The woman has high cheekbones. She has brown and wavy hair. She has big lips, a big nose and a slightly open mouth. The female is smiling, has rosy cheeks and heavy makeup. She is wearing lipstick and a necklace. 
The woman has pretty high cheekbones. Her hair is brown and wavy. She has big lips, a big nose and a slightly open mouth. The woman is smiling, has rosy cheeks and heavy makeup. She is wearing lipstick and a necklace. 
The female has pretty high cheekbones. She has brown and wavy hair. She has big lips, a big nose and a slightly open mouth. The female is smiling, has rosy cheeks and heavy makeup. She is wearing lipstick and a necklace."
001059.jpg,"The gentleman is attractive and young is smiling. 
The male is smiling, looks attractive and young. 
He is smiling, looks attractive and young. 
The man is smiling, is attractive and young. 
He seems attractive and young is smiling."
001060.jpg,"The woman has high cheekbones. Her hair is brown and wavy. She has big lips, bushy eyebrows and a slightly open mouth. The female is smiling and seems attractive. She is wearing lipstick. 
The female has high cheekbones. She has brown and wavy hair. She has big lips, bushy eyebrows and a slightly open mouth. She seems attractive and is smiling. She is wearing lipstick. 
The woman has high cheekbones. She has brown and wavy hair. She has big lips, bushy eyebrows and a slightly open mouth. The lady is smiling and looks attractive. She is wearing lipstick. 
The woman has pretty high cheekbones. Her hair is brown and wavy. She has big lips, bushy eyebrows and a slightly open mouth. She is smiling and seems attractive. She is wearing lipstick. 
The lady has high cheekbones. Her hair is brown and wavy. She has big lips, bushy eyebrows and a slightly open mouth. The female is smiling and is attractive. She is wearing lipstick."
001061.jpg,"The woman has pretty high cheekbones. She has blond and wavy hair. She has arched eyebrows, big lips, a big nose, a slightly open mouth and a pointy nose. She looks attractive, young, is smiling, has rosy cheeks and heavy makeup. She is wearing earrings and lipstick. 
The woman has high cheekbones. Her hair is blond and wavy. She has arched eyebrows, big lips, a big nose, a slightly open mouth and a pointy nose. The lady is smiling, looks attractive, young, has rosy cheeks and heavy makeup. She is wearing earrings and lipstick. 
The female has high cheekbones. Her hair is blond and wavy. She has arched eyebrows, big lips, a big nose, a slightly open mouth and a pointy nose. The female is smiling, looks attractive, young, has rosy cheeks and heavy makeup. She is wearing earrings and lipstick. 
The female has pretty high cheekbones. Her hair is blond and wavy. She has arched eyebrows, big lips, a big nose, a slightly open mouth and a pointy nose. The lady is attractive, young, is smiling, has rosy cheeks and heavy makeup. She is wearing earrings and lipstick. 
The woman has high cheekbones. She has blond and wavy hair. She has arched eyebrows, big lips, a big nose, a slightly open mouth and a pointy nose. The woman seems attractive, young, is smiling, has rosy cheeks and heavy makeup. She is wearing earrings and lipstick."
001062.jpg,"The lady has high cheekbones. Her hair is brown. She has a slightly open mouth. The woman looks attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The female has high cheekbones. Her hair is brown. She has a slightly open mouth. The woman looks attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The lady has pretty high cheekbones. Her hair is brown. She has a slightly open mouth. She is smiling, is attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has high cheekbones. She has brown hair. She has a slightly open mouth. The woman is attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The lady has high cheekbones. She has brown hair. She has a slightly open mouth. The female is attractive, young, is smiling and has heavy makeup. She is wearing lipstick."
001063.jpg,"The man has pretty high cheekbones. His hair is black and straight. He has a big nose and a slightly open mouth. The gentleman is smiling. He is wearing eyeglasses. 
The gentleman has pretty high cheekbones. He has black and straight hair. He has a big nose and a slightly open mouth. He is smiling. He is wearing eyeglasses. 
The man has pretty high cheekbones. He has black and straight hair. He has a big nose and a slightly open mouth. He is smiling. He is wearing eyeglasses. 
The male has high cheekbones. He has black and straight hair. He has a big nose and a slightly open mouth. He is smiling. He is wearing eyeglasses. 
The gentleman has high cheekbones. He has black and straight hair. He has a big nose and a slightly open mouth. The gentleman is smiling. He is wearing eyeglasses."
001064.jpg,"The female has an oval face. Her hair is blond and wavy. She has a pointy nose. The female is attractive, young and has heavy makeup. She is wearing lipstick and a necklace. 
The lady has an oval face. Her hair is blond and wavy. She has a pointy nose. The lady seems attractive, young and has heavy makeup. She is wearing lipstick and a necklace. 
The lady has an oval face. She has blond and wavy hair. She has a pointy nose. The lady is attractive, young and has heavy makeup. She is wearing lipstick and a necklace. 
The woman has an oval face. Her hair is blond and wavy. She has a pointy nose. The woman looks attractive, young and has heavy makeup. She is wearing lipstick and a necklace. 
The lady has an oval face. She has blond and wavy hair. She has a pointy nose. The female seems attractive, young and has heavy makeup. She is wearing lipstick and a necklace."
001065.jpg,"The man has a double chin and high cheekbones. He has receding hair. He has a slightly open mouth. The gentleman is smiling. 
The gentleman has a double chin and high cheekbones. His hair is receding. He has a slightly open mouth. He is smiling. 
The gentleman has a double chin and high cheekbones. He has receding hair. He has a slightly open mouth. The man is smiling. 
The male has a double chin and pretty high cheekbones. He has receding hair. He has a slightly open mouth. The man is smiling. 
The gentleman has a double chin and pretty high cheekbones. His hair is receding. He has a slightly open mouth. He is smiling."
001066.jpg,"He wears a goatee, has a mustache and has sideburns. His hair is black. He has big lips. 
He sports a goatee, grows a mustache and has sideburns. He has black hair. He has big lips. 
He wears a goatee, grows a mustache and has sideburns. He has black hair. He has big lips. 
He wears a goatee, grows a mustache and has sideburns. He has black hair. He has big lips. 
He grows a goatee, grows a mustache and has sideburns. He has black hair. He has big lips."
001067.jpg,"The woman has pretty high cheekbones. She has black and straight hair. She has arched eyebrows and big lips. The woman is smiling, is attractive, young and has heavy makeup. She is wearing lipstick and a necklace. 
The lady has high cheekbones. Her hair is black and straight. She has arched eyebrows and big lips. The woman is attractive, young, is smiling and has heavy makeup. She is wearing lipstick and a necklace. 
The woman has high cheekbones. She has black and straight hair. She has arched eyebrows and big lips. The lady seems attractive, young, is smiling and has heavy makeup. She is wearing lipstick and a necklace. 
The woman has pretty high cheekbones. Her hair is black and straight. She has arched eyebrows and big lips. She is smiling, seems attractive, young and has heavy makeup. She is wearing lipstick and a necklace. 
The lady has pretty high cheekbones. She has black and straight hair. She has arched eyebrows and big lips. She is smiling, looks attractive, young and has heavy makeup. She is wearing lipstick and a necklace."
001068.jpg,"The female has pretty high cheekbones and an oval face. Her hair is brown and wavy. The lady looks attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has high cheekbones and an oval face. She has brown and wavy hair. The lady seems attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has high cheekbones and an oval face. She has brown and wavy hair. The lady is attractive, young and has heavy makeup. She is wearing lipstick. 
The female has high cheekbones and an oval face. Her hair is brown and wavy. She is attractive, young and has heavy makeup. She is wearing lipstick. 
The lady has high cheekbones and an oval face. She has brown and wavy hair. The female looks attractive, young and has heavy makeup. She is wearing lipstick."
001069.jpg,"The lady has high cheekbones. Her hair is wavy. She has arched eyebrows. The lady is smiling, seems attractive, young and has heavy makeup. She is wearing lipstick. 
The lady has pretty high cheekbones. Her hair is wavy. She has arched eyebrows. The female is attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The woman has pretty high cheekbones. Her hair is wavy. She has arched eyebrows. The woman looks attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The lady has pretty high cheekbones. Her hair is wavy. She has arched eyebrows. The female looks attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The woman has high cheekbones. She has wavy hair. She has arched eyebrows. The female is smiling, is attractive, young and has heavy makeup. She is wearing lipstick."
001070.jpg,"The female has an oval face. She has brown and wavy hair. She has arched eyebrows, big lips and a slightly open mouth. The lady looks attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has an oval face. She has brown and wavy hair. She has arched eyebrows, big lips and a slightly open mouth. The female is attractive, young and has heavy makeup. She is wearing lipstick. 
The female has an oval face. Her hair is brown and wavy. She has arched eyebrows, big lips and a slightly open mouth. She is attractive, young and has heavy makeup. She is wearing lipstick. 
The female has an oval face. Her hair is brown and wavy. She has arched eyebrows, big lips and a slightly open mouth. She seems attractive, young and has heavy makeup. She is wearing lipstick. 
The female has an oval face. Her hair is brown and wavy. She has arched eyebrows, big lips and a slightly open mouth. The female looks attractive, young and has heavy makeup. She is wearing lipstick."
001071.jpg,"The lady has high cheekbones. Her hair is black and wavy. She has arched eyebrows. The lady is attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has pretty high cheekbones. Her hair is black and wavy. She has arched eyebrows. The lady looks attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has high cheekbones. Her hair is black and wavy. She has arched eyebrows. The lady seems attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has pretty high cheekbones. Her hair is black and wavy. She has arched eyebrows. The lady looks attractive, young and has heavy makeup. She is wearing lipstick. 
The female has high cheekbones. Her hair is black and wavy. She has arched eyebrows. The woman looks attractive, young and has heavy makeup. She is wearing lipstick."
001072.jpg,"The gentleman has a chubby face, has a double chin and high cheekbones. He is bald. He has a big nose and a slightly open mouth. He is smiling and has pale skin. 
The man is chubby, has a double chin and pretty high cheekbones. He is bald. He has a big nose and a slightly open mouth. The man is smiling and has pale skin. 
The man is chubby, has a double chin and high cheekbones. He is bald. He has a big nose and a slightly open mouth. He is smiling and has pale skin. 
The man looks chubby, has a double chin and pretty high cheekbones. He is bald. He has a big nose and a slightly open mouth. The man is smiling and has pale skin. 
The male looks chubby, has a double chin and pretty high cheekbones. He is bald. He has a big nose and a slightly open mouth. The male is smiling and has pale skin."
001073.jpg,"The lady has pretty high cheekbones. Her hair is blond. She has arched eyebrows and a slightly open mouth. The woman seems young, is smiling and has heavy makeup. She is wearing lipstick and a necklace. 
The woman has high cheekbones. She has blond hair. She has arched eyebrows and a slightly open mouth. She is smiling, is young and has heavy makeup. She is wearing lipstick and a necklace. 
The female has high cheekbones. Her hair is blond. She has arched eyebrows and a slightly open mouth. The lady is smiling, seems young and has heavy makeup. She is wearing lipstick and a necklace. 
The female has high cheekbones. She has blond hair. She has arched eyebrows and a slightly open mouth. She looks young, is smiling and has heavy makeup. She is wearing lipstick and a necklace. 
The woman has high cheekbones. She has blond hair. She has arched eyebrows and a slightly open mouth. The woman is young, is smiling and has heavy makeup. She is wearing lipstick and a necklace."
001074.jpg,"He wears a 5 o' clock shadow and has sideburns. The male looks attractive and young. He is wearing a hat. 
He grows a 5 o' clock shadow and has sideburns. He seems attractive and young. He is wearing a hat. 
He sports a 5 o' clock shadow and has sideburns. He seems attractive and young. He is wearing a hat. 
He has a 5 o' clock shadow and has sideburns. The male looks attractive and young. He is wearing a hat. 
He wears a 5 o' clock shadow and has sideburns. He is attractive and young. He is wearing a hat."
001075.jpg,"The woman has an oval face. Her hair is brown and wavy. The woman is attractive and young. She is wearing lipstick. 
The lady has an oval face. She has brown and wavy hair. The female is attractive and young. She is wearing lipstick. 
The female has an oval face. Her hair is brown and wavy. The woman seems attractive and young. She is wearing lipstick. 
The lady has an oval face. She has brown and wavy hair. The lady is attractive and young. She is wearing lipstick. 
The lady has an oval face. She has brown and wavy hair. The lady looks attractive and young. She is wearing lipstick."
001076.jpg,"The lady has pretty high cheekbones. She has big lips and a slightly open mouth. The lady is smiling, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has pretty high cheekbones. She has big lips and a slightly open mouth. The lady is smiling, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace. 
The female has pretty high cheekbones. She has big lips and a slightly open mouth. The female is smiling, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace. 
The woman has pretty high cheekbones. She has big lips and a slightly open mouth. She is smiling, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace. 
The woman has pretty high cheekbones. She has big lips and a slightly open mouth. The lady is smiling, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace."
001077.jpg,"The female has pretty high cheekbones and an oval face. Her hair is black. She has arched eyebrows and a big nose. The lady seems attractive, young and has heavy makeup. She is wearing lipstick. 
The female has pretty high cheekbones and an oval face. Her hair is black. She has arched eyebrows and a big nose. The lady seems attractive, young and has heavy makeup. She is wearing lipstick. 
The female has pretty high cheekbones and an oval face. Her hair is black. She has arched eyebrows and a big nose. The lady seems attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has pretty high cheekbones and an oval face. She has black hair. She has arched eyebrows and a big nose. The female looks attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has high cheekbones and an oval face. Her hair is black. She has arched eyebrows and a big nose. The lady is attractive, young and has heavy makeup. She is wearing lipstick."
001078.jpg,"The lady has pretty high cheekbones. 
The female has pretty high cheekbones. 
The woman has high cheekbones. 
The female has high cheekbones. 
The lady has pretty high cheekbones."
001079.jpg,"He has black and wavy hair. The gentleman seems young. 
He has black and wavy hair. The gentleman is young. 
His hair is black and wavy. He seems young. 
His hair is black and wavy. The gentleman seems young. 
His hair is black and wavy. The male looks young."
001080.jpg,"The lady has an oval face. Her hair is wavy. She has arched eyebrows and a pointy nose. The female seems attractive, young and has heavy makeup. She is wearing lipstick. 
The lady has an oval face. Her hair is wavy. She has arched eyebrows and a pointy nose. The woman seems attractive, young and has heavy makeup. She is wearing lipstick. 
The female has an oval face. She has wavy hair. She has arched eyebrows and a pointy nose. She is attractive, young and has heavy makeup. She is wearing lipstick. 
The lady has an oval face. She has wavy hair. She has arched eyebrows and a pointy nose. The woman seems attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has an oval face. Her hair is wavy. She has arched eyebrows and a pointy nose. The lady seems attractive, young and has heavy makeup. She is wearing lipstick."
001081.jpg,"Her hair is brown. She has arched eyebrows. She is young and has pale skin. 
Her hair is brown. She has arched eyebrows. The woman seems young and has pale skin. 
She has brown hair. She has arched eyebrows. The female is young and has pale skin. 
She has brown hair. She has arched eyebrows. The lady looks young and has pale skin. 
Her hair is brown. She has arched eyebrows. The female looks young and has pale skin."
001082.jpg,"Her hair is black. She has big lips and a pointy nose. The lady seems young, has pale skin and heavy makeup. She is wearing lipstick. 
Her hair is black. She has big lips and a pointy nose. The woman looks young, has pale skin and heavy makeup. She is wearing lipstick. 
Her hair is black. She has big lips and a pointy nose. The female is young, has pale skin and heavy makeup. She is wearing lipstick. 
Her hair is black. She has big lips and a pointy nose. The woman is young, has pale skin and heavy makeup. She is wearing lipstick. 
Her hair is black. She has big lips and a pointy nose. The woman looks young, has pale skin and heavy makeup. She is wearing lipstick."
001083.jpg,"The female has high cheekbones. Her hair is gray and wavy. She has a slightly open mouth. The woman is smiling, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has high cheekbones. Her hair is gray and wavy. She has a slightly open mouth. The female is smiling, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has pretty high cheekbones. She has gray and wavy hair. She has a slightly open mouth. The lady is smiling, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has pretty high cheekbones. She has gray and wavy hair. She has a slightly open mouth. The female is smiling, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has pretty high cheekbones. Her hair is gray and wavy. She has a slightly open mouth. The female is smiling, has rosy cheeks and heavy makeup. She is wearing earrings, lipstick and a necklace."
001084.jpg,"The lady has high cheekbones. Her hair is blond and wavy. She has a slightly open mouth. She looks attractive, young and has heavy makeup. She is wearing lipstick. 
The lady has high cheekbones. She has blond and wavy hair. She has a slightly open mouth. The woman seems attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has pretty high cheekbones. She has blond and wavy hair. She has a slightly open mouth. The lady is attractive, young and has heavy makeup. She is wearing lipstick. 
The female has high cheekbones. She has blond and wavy hair. She has a slightly open mouth. The lady looks attractive, young and has heavy makeup. She is wearing lipstick. 
The lady has pretty high cheekbones. She has blond and wavy hair. She has a slightly open mouth. She is attractive, young and has heavy makeup. She is wearing lipstick."
001085.jpg,"The female has pretty high cheekbones. Her hair is black and wavy. She has arched eyebrows, big lips, a big nose and a slightly open mouth. The female seems young, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has high cheekbones. Her hair is black and wavy. She has arched eyebrows, big lips, a big nose and a slightly open mouth. The woman seems young, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has pretty high cheekbones. She has black and wavy hair. She has arched eyebrows, big lips, a big nose and a slightly open mouth. The woman is smiling, is young and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The woman has pretty high cheekbones. She has black and wavy hair. She has arched eyebrows, big lips, a big nose and a slightly open mouth. The female is smiling, looks young and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has high cheekbones. She has black and wavy hair. She has arched eyebrows, big lips, a big nose and a slightly open mouth. The female is young, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace."
